,period,reporterCode,mirrorPrimaryValue,mirrorNetWgt,primaryValue,netWgt
2476,202305,124,"{826: 141416595.057, 842: 784618048.0}","{826: 235102000.0, 842: 1548989448.0}","{842: 8363277278.025, 0: 1461227.12, 826: 86797966.037, 528: 132884585.048}","{842: 16133903964.737, 0: 2818906.66, 826: 167445129.681, 528: 256352511.376}"
2477,202306,124,"{288: 69750849.941, 56: 2.168, 579: 49667191.161, 842: 875340949.0}","{288: 126520000.0, 56: 1.44, 579: 92997000.0, 842: 1820591976.0}","{380: 46957240.429, 0: 1392105.643, 528: 35285422.28, 842: 7361907093.988, 251: 43181098.075, 826: 56499148.322, 724: 49978638.163}","{380: 90586929.304, 0: 2685561.893, 528: 68070398.181, 842: 14202124131.865, 251: 83302235.029, 826: 108994572.68, 724: 96415618.137}"
2478,202307,124,{842: 898363240.0},{842: 1853366010.0},"{842: 108659235.434, 0: 7041700751.383, 528: 83253702.672, 276: 47756532.103, 251: 44883719.058}","{842: 209618503.739, 0: 13584402369.361, 528: 160607761.642, 276: 92128872.095, 251: 86586823.418}"
2479,202308,124,{842: 1055753227.0},{842: 2100753156.0},"{276: 58017085.47, 0: 8471100223.542, 842: 351191783.593, 826: 47088787.727, 528: 104182994.864}","{276: 111922880.729, 0: 16341909151.022, 842: 677496909.564, 826: 90840702.005, 528: 200983224.4}"
2480,202309,124,"{826: 61475306.145, 842: 836710158.0}","{826: 96743300.0, 842: 1608535266.0}","{842: 7899876043.44, 826: 184157832.368, 0: 7899876043.44, 276: 59395312.973, 528: 129749902.651}","{842: 15239939700.802, 826: 355265607.371, 0: 15239939700.802, 276: 114581669.793, 528: 250305280.958}"
2481,202310,124,"{288: 89212139.619, 826: 67321058.228, 842: 878698460.0}","{288: 133824000.0, 826: 93144300.0, 842: 1592440650.0}","{826: 58218395.113, 528: 119165612.985, 0: 336732533.499, 842: 2244380.021}","{826: 112311234.52, 528: 229886740.793, 0: 649603041.567, 842: 4329715.556}"
2482,202311,124,"{288: 248243131.985, 842: 833199444.0}","{288: 384784000.0, 842: 1501688061.0}","{842: 8909049839.186, 276: 55208306.251, 0: 504468055.427, 826: 54345328.053, 528: 51046910.31, 724: 60453127.377}","{842: 17186773766.327, 276: 106504362.045, 0: 973187769.455, 826: 104839559.254, 528: 98476460.992, 724: 116622338.234}"
2483,202312,124,"{842: 970814606.0, 288: 76482669.196, 579: 52731631.814, 826: 61266029.306, 616: 182.0}","{842: 1819047768.0, 288: 130993000.0, 579: 98744000.0, 826: 91329100.0, 616: 36.0}","{0: 7455463074.303, 826: 39115847.263, 276: 98747714.875, 842: 199905191.823, 528: 69076495.094}","{0: 13841746651.945, 826: 72622135.272, 276: 183334132.049, 842: 371142207.003, 528: 128246808.436}"
2484,201501,140,{},{},{},{}
2485,201502,140,{},{},{},{}
2486,201503,140,{},{},{},{}
2487,201504,140,{},{},{},{}
2488,201505,140,{},{},{},{}
2489,201506,140,{},{},{},{}
2490,201507,140,{},{},{},{}
2491,201508,140,{},{},{},{}
2492,201509,140,{},{},{},{}
2493,201510,140,{},{},{},{}
2494,201511,140,{},{},{},{}
2495,201512,140,{},{},{},{}
2496,201601,140,{},{},{},{}
2497,201602,140,{},{},{},{}
2498,201603,140,{},{},{},{}
2499,201604,140,{},{},{},{}
2500,201605,140,{},{},{},{}
2501,201606,140,{},{},{},{}
2502,201607,140,{},{},{},{}
2503,201608,140,{},{},{},{}
2504,201609,140,{},{},{},{}
2505,201610,140,{},{},{},{}
2506,201611,140,{},{},{},{}
2507,201612,140,{},{},{},{}
2508,201701,140,{},{},{},{}
2509,201702,140,{},{},{},{}
2510,201703,140,{},{},{},{}
2511,201704,140,{},{},{},{}
2512,201705,140,{},{},{},{}
2513,201706,140,{},{},{},{}
2514,201707,140,{},{},{},{}
2515,201708,140,{},{},{},{}
2516,201709,140,{},{},{},{}
2517,201710,140,{},{},{},{}
2518,201711,140,{},{},{},{}
2519,201712,140,{},{},{},{}
2520,201801,140,{},{},{},{}
2521,201802,140,{},{},{},{}
2522,201803,140,{},{},{},{}
2523,201804,140,{},{},{},{}
2524,201805,140,{},{},{},{}
2525,201806,140,{},{},{},{}
2526,201807,140,{},{},{},{}
2527,201808,140,{},{},{},{}
2528,201809,140,{},{},{},{}
2529,201810,140,{},{},{},{}
2530,201811,140,{},{},{},{}
2531,201812,140,{},{},{},{}
2532,201901,140,{},{},{},{}
2533,201902,140,{},{},{},{}
2534,201903,140,{},{},{},{}
2535,201904,140,{},{},{},{}
2536,201905,140,{},{},{},{}
2537,201906,140,{},{},{},{}
2538,201907,140,{},{},{},{}
2539,201908,140,{},{},{},{}
2540,201909,140,{},{},{},{}
2541,201910,140,{},{},{},{}
2542,201911,140,{},{},{},{}
2543,201912,140,{},{},{},{}
2544,202001,140,{},{},{},{}
2545,202002,140,{},{},{},{}
2546,202003,140,{},{},{},{}
2547,202004,140,{},{},{},{}
2548,202005,140,{},{},{},{}
2549,202006,140,{},{},{},{}
2550,202007,140,{},{},{},{}
2551,202008,140,{},{},{},{}
2552,202009,140,{},{},{},{}
2553,202010,140,{},{},{},{}
2554,202011,140,{},{},{},{}
2555,202012,140,{},{},{},{}
2556,202101,140,{},{},{},{}
2557,202102,140,{},{},{},{}
2558,202103,140,{},{},{},{}
2559,202104,140,{},{},{},{}
2560,202105,140,{},{},{},{}
2561,202106,140,{},{},{},{}
2562,202107,140,{},{},{},{}
2563,202108,140,{},{},{},{}
2564,202109,140,{},{},{},{}
2565,202110,140,{},{},{},{}
2566,202111,140,{},{},{},{}
2567,202112,140,{},{},{},{}
2568,202201,140,{},{},{},{}
2569,202202,140,{},{},{},{}
2570,202203,140,{},{},{},{}
2571,202204,140,{},{},{},{}
2572,202205,140,{},{},{},{}
2573,202206,140,{},{},{},{}
2574,202207,140,{},{},{},{}
2575,202208,140,{},{},{},{}
2576,202209,140,{},{},{},{}
2577,202210,140,{},{},{},{}
2578,202211,140,{},{},{},{}
2579,202212,140,{},{},{},{}
2580,202301,140,{},{},{},{}
2581,202302,140,{},{},{},{}
2582,202303,140,{},{},{},{}
2583,202304,140,{},{},{},{}
2584,202305,140,{},{},{},{}
2585,202306,140,{},{},{},{}
2586,202307,140,{},{},{},{}
2587,202308,140,{},{},{},{}
2588,202309,140,{},{},{},{}
2589,202310,140,{},{},{},{}
2590,202311,140,{},{},{},{}
2591,202312,140,{},{},{},{}
2592,201501,144,{},{},{},{}
2593,201502,144,{},{},{},{}
2594,201503,144,{},{},{},{}
2595,201504,144,{},{},{},{}
2596,201505,144,{},{},{},{}
2597,201506,144,{},{},{},{}
2598,201507,144,{},{},{},{}
2599,201508,144,{},{},{},{}
2600,201509,144,{},{},{},{}
2601,201510,144,{},{},{},{}
2602,201511,144,{},{},{},{}
2603,201512,144,{},{},{},{}
2604,201601,144,{702: 827.345},{702: 20.0},{},{}
2605,201602,144,{},{},{},{}
2606,201603,144,{},{},{},{}
2607,201604,144,{},{},{},{}
2608,201605,144,{},{},{},{}
2609,201606,144,{},{},{},{}
2610,201607,144,{},{},{},{}
2611,201608,144,{},{},{},{}
2612,201609,144,{},{},{},{}
2613,201610,144,{},{},{},{}
2614,201611,144,{},{},{},{}
2615,201612,144,{},{},{},{}
2616,201701,144,{},{},{},{}
2617,201702,144,{},{},{},{}
2618,201703,144,{},{},{},{}
2619,201704,144,{},{},{},{}
2620,201705,144,{},{},{},{}
2621,201706,144,{},{},{},{}
2622,201707,144,{},{},{},{}
2623,201708,144,{},{},{},{}
2624,201709,144,{},{},{},{}
2625,201710,144,{},{},{},{}
2626,201711,144,{},{},{},{}
2627,201712,144,{},{},{},{}
2628,201801,144,{},{},{},{}
2629,201802,144,{},{},{},{}
2630,201803,144,{},{},{},{}
2631,201804,144,{},{},{},{}
2632,201805,144,{},{},{},{}
2633,201806,144,{},{},{},{}
2634,201807,144,{},{},{},{}
2635,201808,144,{702: 10.227},{702: 10.0},{},{}
2636,201809,144,{},{},{},{}
2637,201810,144,{},{},{},{}
2638,201811,144,{},{},{},{}
2639,201812,144,{},{},{},{}
2640,201901,144,{},{},{},{}
2641,201902,144,{},{},{},{}
2642,201903,144,{},{},{},{}
2643,201904,144,{},{},{},{}
2644,201905,144,{},{},{},{}
2645,201906,144,{},{},{},{}
2646,201907,144,{},{},{},{}
2647,201908,144,{},{},{},{}
2648,201909,144,{},{},{},{}
2649,201910,144,{},{},{},{}
2650,201911,144,{},{},{},{}
2651,201912,144,{},{},{},{}
2652,202001,144,{},{},{},{}
2653,202002,144,{},{},{},{}
2654,202003,144,{},{},{},{}
2655,202004,144,{},{},{},{}
2656,202005,144,{},{},{},{}
2657,202006,144,{},{},{},{}
2658,202007,144,{},{},{},{}
2659,202008,144,{},{},{},{}
2660,202009,144,{},{},{},{}
2661,202010,144,{},{},{},{}
2662,202011,144,{},{},{},{}
2663,202012,144,{818: 23336276.392},{818: 76951527.662},{},{}
2664,202101,144,{},{},{},{}
2665,202102,144,{},{},{},{}
2666,202103,144,{},{},{},{}
2667,202104,144,{},{},{},{}
2668,202105,144,{},{},{},{}
2669,202106,144,{},{},{},{}
2670,202107,144,{},{},{},{}
2671,202108,144,{},{},{},{}
2672,202109,144,{},{},{},{}
2673,202110,144,{},{},{},{}
2674,202111,144,{},{},{},{}
2675,202112,144,{},{},{},{}
2676,202201,144,{},{},{},{}
2677,202202,144,{},{},{},{}
2678,202203,144,{},{},{},{}
2679,202204,144,{},{},{},{}
2680,202205,144,{},{},{},{}
2681,202206,144,{},{},{},{}
2682,202207,144,{},{},{},{}
2683,202208,144,{},{},{},{}
2684,202209,144,{},{},{},{}
2685,202210,144,{},{},{},{}
2686,202211,144,{},{},{},{}
2687,202212,144,{},{},{},{}
2688,202301,144,{},{},{},{}
2689,202302,144,{},{},{},{}
2690,202303,144,{},{},{},{}
2691,202304,144,{},{},{},{}
2692,202305,144,{},{},{},{}
2693,202306,144,{},{},{},{}
2694,202307,144,{},{},{},{}
2695,202308,144,{},{},{},{}
2696,202309,144,{},{},{},{}
2697,202310,144,{},{},{},{}
2698,202311,144,{},{},{},{}
2699,202312,144,{},{},{},{}
2700,201501,152,"{76: 112749111.0, 218: 87005969.19}","{76: 277576000.0, 218: 295793865.73}",{},{}
2701,201502,152,{76: 10.0},{76: 10.0},{},{}
2702,201503,152,"{24: 53655558.13, 76: 165171787.0, 218: 145833431.85}","{24: 159750480.0, 76: 462855000.0, 218: 495861906.31}",{},{}
2703,201504,152,"{76: 50240825.0, 218: 39866512.35}","{76: 139118000.0, 218: 114985655.94}",{},{}
2704,201505,152,"{76: 158049879.0, 218: 95975938.69}","{76: 412110000.0, 218: 240137181.83}",{},{}
2705,201506,152,"{76: 278.0, 218: 83412108.55}","{76: 103.0, 218: 204744732.87}",{},{}
2706,201507,152,"{76: 439.0, 218: 104715107.9}","{76: 18.0, 218: 344874563.66}",{},{}
2707,201508,152,"{76: 48940501.0, 218: 101506345.78}","{76: 135653000.0, 218: 383629970.61}",{},{}
2708,201509,152,"{76: 694.0, 218: 78691122.77}","{76: 91.0, 218: 283271225.19}",{},{}
2709,201510,152,"{76: 312.0, 218: 42281542.6}","{76: 21.0, 218: 150497469.93}",{},{}
2710,201511,152,"{76: 38849429.0, 218: 34419629.18, 604: 5.0}","{76: 132932000.0, 218: 156535723.08, 604: 18.05}",{},{}
2711,201512,152,"{76: 73141489.0, 218: 67988379.59}","{76: 268090000.0, 218: 342037290.92}",{},{}
2712,201601,152,"{76: 1762.0, 218: 67016030.3}","{76: 34.0, 218: 438038895.1}",{},{}
2713,201602,152,{76: 49661672.0},{76: 266960000.0},{},{}
2714,201603,152,"{76: 101049041.0, 218: 73552943.82}","{76: 544311000.0, 218: 380223704.9}",{},{}
2715,201604,152,"{76: 118815910.0, 218: 37366592.92}","{76: 553481000.0, 218: 143565408.39}",{},{}
2716,201605,152,"{76: 34999441.0, 218: 120613324.85}","{76: 133826000.0, 218: 472144426.58}",{},{}
2717,201606,152,"{76: 116434493.0, 170: 17717916.0, 218: 88329406.56}","{76: 414765000.0, 170: 55110741.0, 218: 317615795.81}",{},{}
2718,201607,152,"{76: 85065509.0, 218: 81752789.77}","{76: 281450000.0, 218: 325651988.81}",{},{}
2719,201608,152,"{76: 118145516.0, 218: 93181328.53}","{76: 401635000.0, 218: 367608720.27}",{},{}
2720,201609,152,"{76: 80968006.0, 218: 44537255.88}","{76: 273116000.0, 218: 138605465.74}",{},{}
2721,201610,152,"{76: 83086881.0, 218: 56051987.44}","{76: 269042000.0, 218: 204013732.86}",{},{}
2722,201611,152,"{76: 141441637.0, 218: 84981796.31}","{76: 446190500.0, 218: 328859812.58}",{},{}
2723,201612,152,{218: 138169164.53},{218: 446482197.2},{},{}
2724,201701,152,"{76: 96394953.0, 218: 62975372.83}","{76: 272592000.0, 218: 186431000.0}",{},{}
2725,201702,152,"{76: 199541128.0, 218: 77349934.16}","{76: 541005000.0, 218: 243817000.0}",{},{}
2726,201703,152,"{76: 147390186.0, 218: 60944292.13}","{76: 412500000.0, 218: 186383000.0}",{},{}
2727,201704,152,"{76: 139951371.0, 218: 96451626.3}","{76: 408519000.0, 218: 300716000.0}",{},{}
2728,201705,152,{218: 131804897.0},{218: 454522000.0},{},{}
2729,201706,152,"{76: 222172290.0, 218: 54083611.22}","{76: 684829100.0, 218: 183993000.0}",{},{}
2730,201707,152,"{76: 168766985.0, 170: 1893892.0, 218: 106928327.3, 604: 5.5}","{76: 562436300.0, 170: 7292020.0, 218: 382407000.0, 604: 5.0}",{},{}
2731,201708,152,"{76: 105230821.0, 170: 1401300.0, 218: 59998071.6, 826: 54490826.322}","{76: 339608000.0, 170: 4410000.0, 218: 191877000.0, 826: 137282000.0}",{},{}
2732,201709,152,"{76: 148450076.0, 218: 44232689.86}","{76: 458977000.0, 218: 143701000.0}",{},{}
2733,201710,152,"{76: 92771837.0, 218: 35090567.63}","{76: 265344000.0, 218: 98658300.0}",{},{}
2734,201711,152,{218: 129320767.6},{218: 335202000.0},{},{}
2735,201712,152,"{76: 187031614.0, 170: 4886730.0, 218: 95991014.26}","{76: 505876000.0, 170: 13230000.0, 218: 241604000.0}",{},{}
2736,201801,152,"{76: 231577207.0, 218: 106803376.6, 604: 28691433.15}","{76: 609198000.0, 218: 239347000.0, 604: 67203000.0}",{},{}
2737,201802,152,"{76: 113731665.0, 218: 83223980.89}","{76: 274211000.0, 218: 206452000.0}",{},{}
2738,201803,152,"{76: 173894115.0, 218: 80963410.44, 604: 26597360.84, 724: 981.319}","{76: 404171500.0, 218: 206286000.0, 604: 65691000.0, 724: 200.0}",{},{}
2739,201804,152,"{76: 233430473.0, 170: 5632140.0, 218: 129442292.47}","{76: 557094400.0, 170: 12642000.0, 218: 302257000.0}",{},{}
2740,201805,152,"{76: 182285351.0, 218: 65188543.01}","{76: 399584000.0, 218: 141191000.0}",{},{}
2741,201806,152,"{76: 128421685.0, 170: 2015552.1, 218: 48899692.1}","{76: 266366700.0, 170: 4327420.0, 218: 95944100.0}",{},{}
2742,201807,152,"{76: 237881551.0, 604: 32536405.29}","{76: 563721000.0, 604: 68818500.0}",{},{}
2743,201808,152,"{76: 68404179.0, 218: 265842825.42}","{76: 140200000.0, 218: 612844000.0}",{},{}
2744,201809,152,"{76: 233281649.0, 218: 96200551.07}","{76: 481347000.0, 218: 194004000.0}",{},{}
2745,201810,152,"{76: 271796983.0, 124: 50244083.556, 218: 101799086.91, 842: 32963680.0}","{76: 554962700.0, 124: 103410189.04, 218: 198924000.0, 842: 66758694.0}",{},{}
2746,201811,152,"{76: 140669678.0, 170: 29951182.92, 218: 106340714.35, 842: 206464611.0}","{76: 272910000.0, 170: 77609200.0, 218: 247455000.0, 842: 468558690.0}",{},{}
2747,201812,152,"{76: 122197272.0, 218: 64235681.23, 842: 42676522.0}","{76: 275093800.0, 218: 191448000.0, 842: 105634512.0}",{},{}
2748,201901,152,"{76: 109171208.0, 218: 75687730.9, 842: 24573238.0}","{76: 271217000.0, 218: 218593000.0, 842: 65119086.0}",{},{}
2749,201902,152,"{76: 59610669.0, 218: 75769506.82, 842: 23947330.0}","{76: 139066600.0, 218: 199101000.0, 842: 65727102.0}",{},{}
2750,201903,152,"{76: 52513802.0, 218: 134907598.25, 842: 97898100.0}","{76: 138902000.0, 218: 319760000.0, 842: 245913852.0}",{},{}
2751,201904,152,"{24: 68077277.389, 76: 154362699.0, 170: 4472531.0, 218: 93505453.85, 842: 28815148.0}","{24: 151253202.0, 76: 343306300.0, 170: 10290000.0, 218: 199683000.0, 842: 66728961.0}",{},{}
2752,201905,152,"{24: 67801360.656, 76: 123303991.0, 218: 189988686.73, 842: 192991733.0}","{24: 151039665.0, 76: 258108000.0, 218: 433702000.0, 842: 452735010.0}",{},{}
2753,201906,152,"{76: 146792330.0, 218: 90825605.13}","{76: 345374300.0, 218: 236690000.0}",{},{}
2754,201907,152,"{218: 122093642.96, 842: 198021455.0}","{218: 290113000.0, 842: 471986730.0}",{},{}
2755,201908,152,"{24: 53825564.128, 76: 56850483.0, 218: 94952512.89, 842: 25707984.0}","{24: 145099107.0, 76: 132402000.0, 218: 242282000.0, 842: 62885613.0}",{},{}
2756,201909,152,"{76: 105904094.0, 218: 119780755.02, 842: 47937475.0}","{76: 273744000.0, 218: 306167000.0, 842: 114824553.0}",{},{}
2757,201910,152,"{76: 168975513.0, 218: 69842027.81, 842: 36318643.0}","{76: 417684000.0, 218: 191370000.0, 842: 94899945.0}",{},{}
2758,201911,152,"{76: 55476066.0, 218: 143772162.76, 604: 42988640.0, 842: 110350811.0}","{76: 137172000.0, 218: 390568000.0, 604: 106390000.0, 842: 295906950.0}",{},{}
2759,201912,152,"{76: 168668144.0, 604: 43872372.79, 842: 49945789.0}","{76: 405680000.0, 604: 108795000.0, 842: 127013334.0}",{},{}
2760,202001,152,"{76: 62442548.0, 218: 91590533.35, 604: 36419933.23, 842: 67577064.0}","{76: 139381000.0, 218: 249441000.0, 604: 74716900.0, 842: 172310049.0}",{},{}
2761,202002,152,"{76: 50743768.0, 218: 77232744.69, 842: 73075371.0}","{76: 138699000.0, 218: 252110000.0, 842: 206106294.0}",{},{}
2762,202003,152,"{76: 71600413.0, 218: 18416406.53, 604: 18326278.4, 842: 134024312.0}","{76: 208984700.0, 218: 148647000.0, 604: 104707000.0, 842: 409375710.0}",{},{}
2763,202004,152,"{76: 29375361.0, 218: 11983886.7, 604: 5449176.24, 842: 63766658.0}","{76: 137938000.0, 218: 99375200.0, 604: 42833800.0, 842: 351754110.0}",{},{}
2764,202005,152,"{76: 43728318.0, 218: 26665183.7}","{76: 277578000.0, 218: 191493000.0}",{},{}
2765,202006,152,{},{},{},{}
2766,202007,152,"{76: 65447491.0, 218: 49383560.77}","{76: 269737000.0, 218: 196756000.0}",{},{}
2767,202008,152,{218: 27921992.22},{218: 99987900.0},{},{}
2768,202009,152,"{76: 121739782.0, 218: 73026158.06}","{76: 415978000.0, 218: 289929000.0}",{},{}
2769,202010,152,"{24: 37034408.822, 76: 112266986.0, 218: 37954821.11, 842: 51656364.0}","{24: 144347514.0, 76: 405308000.0, 218: 150225000.0, 842: 227980560.0}",{},{}
2770,202011,152,"{24: 38867301.311, 218: 53352302.26}","{24: 151176087.0, 218: 201634000.0}",{},{}
2771,202012,152,"{76: 79777695.0, 218: 62502592.56, 842: 31220279.0}","{76: 268293000.0, 218: 195433000.0, 842: 116233452.0}","{0: 11870850.66, 44: 11870850.66}","{0: 51567100.0, 44: 51567100.0}"
2772,202101,152,"{24: 52658761.676, 76: 168860102.0, 218: 58719076.42, 842: 72943300.0}","{24: 148688850.0, 76: 487548600.0, 218: 171653000.0, 842: 217353000.0}",{},{}
2773,202102,152,"{24: 54723874.53, 76: 102375604.0, 124: 102636720.359, 218: 72218124.52, 842: 46448305.0}","{24: 137368368.0, 76: 271138000.0, 124: 216836790.904, 218: 190181000.0, 842: 121990047.0}",{},{}
2774,202103,152,"{76: 118446876.0, 218: 41854858.21, 842: 42680975.0}","{76: 278759000.0, 218: 99262300.0, 842: 114660147.0}",{},{}
2775,202104,152,"{24: 122911641.952, 76: 109829903.0}","{24: 298829370.0, 76: 281047800.0}",{},{}
2776,202105,152,"{76: 111510381.0, 218: 90150437.4, 842: 87817290.0}","{76: 272182000.0, 218: 198751000.0, 842: 248040000.0}",{},{}
2777,202106,152,"{24: 68012120.573, 76: 124832172.0, 124: 70991127.324, 218: 71448298.72, 528: 893.894, 842: 77200000.0}","{24: 151203912.0, 76: 269980800.0, 124: 149980320.666, 218: 148278000.0, 528: 1908.0, 842: 245496000.0}",{},{}
2778,202107,152,"{76: 237321742.0, 218: 21595492.34}","{76: 488718800.0, 218: 47921400.0}",{},{}
2779,202108,152,"{76: 133874154.0, 218: 169906197.36}","{76: 273403000.0, 218: 385870000.0}",{},{}
2780,202109,152,"{24: 137806951.594, 76: 196642647.0, 218: 45593975.4}","{24: 302646960.0, 76: 408915000.0, 218: 100771000.0}",{},{}
2781,202110,152,"{76: 212749449.0, 218: 50949275.43}","{76: 412015900.0, 218: 95736200.0}",{},{}
2782,202111,152,{24: 77069128.164},{24: 150213342.0},{},{}
2783,202112,152,"{76: 447272937.0, 218: 69667064.1}","{76: 832279200.0, 218: 158644000.0}",{},{}
2784,202201,152,"{24: 82724344.849, 76: 206187329.0, 218: 107961411.7}","{24: 150945537.0, 76: 410852000.0, 218: 191593000.0}",{},{}
2785,202202,152,"{24: 99459850.732, 76: 247011157.0, 842: 5975322.0}","{24: 158291973.0, 76: 405999000.0, 842: 19001454.0}",{},{}
2786,202203,152,"{24: 100966262.318, 76: 271550827.0}","{24: 142779138.0, 76: 413212000.0}",{},{}
2787,202204,152,"{76: 110934120.0, 724: 10244.835}","{76: 140624000.0, 724: 4550.0}",{},{}
2788,202205,152,{24: 96234610.909},{24: 142479105.0},{},{}
2789,202206,152,{76: 287949531.0},{76: 411291000.0},{},{}
2790,202207,152,{76: 603581685.0},{76: 796332000.0},{},{}
2791,202208,152,"{76: 364234240.0, 842: 64800000.0}","{76: 541267000.0, 842: 114480000.0}",{},{}
2792,202209,152,"{76: 277504595.0, 842: 112500000.0}","{76: 414741700.0, 842: 198750000.0}","{0: 5313188.63, 591: 5313188.63}","{0: 8135710.0, 591: 8135710.0}"
2793,202210,152,{76: 154342669.0},{76: 275585000.0},{},{}
2794,202211,152,{76: 317490938.0},{76: 538894200.0},"{0: 11039356.08, 842: 11039356.08}","{0: 15568400.0, 842: 15568400.0}"
2795,202212,152,{76: 311057236.0},{76: 565685700.0},"{528: 14129999.0, 0: 14129999.0}","{528: 34779300.0, 0: 34779300.0}"
2796,202301,152,"{76: 149069516.0, 842: 53142932.0}","{76: 270714000.0, 842: 111180591.0}",{},{}
2797,202302,152,"{76: 141017223.0, 842: 72000000.0}","{76: 265187200.0, 842: 114480000.0}",{},{}
2798,202303,152,{76: 279605056.0},{76: 527084000.0},{},{}
2799,202304,152,{76: 134508419.0},{76: 266614000.0},"{0: 4546607.58, 528: 4546607.58}","{0: nan, 528: nan}"
2800,202305,152,{76: 417181332.0},{76: 809706000.0},{},{}
2801,202306,152,{76: 355840048.0},{76: 671844800.0},{},{}
2802,202307,152,{76: 339597957.0},{76: 661370700.0},"{842: 3762614.75, 0: 10887410.6, 528: 7124795.85}","{842: nan, 0: nan, 528: nan}"
2803,202308,152,{76: 274640488.0},{76: 543980000.0},{},{}
2804,202309,152,"{76: 192643304.0, 826: 5976.044}","{76: 338585000.0, 826: nan}",{},{}
2805,202310,152,{76: 449321392.0},{76: 746487000.0},"{0: 3778050.91, 591: 3778050.91}","{0: 8208280.0, 591: 8208280.0}"
2806,202311,152,{76: 185163642.0},{76: 383136100.0},{},{}
2807,202312,152,{76: 169826850.0},{76: 270741000.0},{},{}
2808,201501,156,"{24: 1254288626.98, 76: 293890057.0, 634: 45885440.104, 643: 719032116.0, 288: 39665731.635, 218: 40986511.1, 704: 58337319.12, 360: 64349100.0, 398: 233611177.03, 484: 35615290.0, 170: 126401823.8}","{24: 4323496359.0, 76: 811068000.0, 634: 130816000.0, 643: 1988830488.0, 288: 113206000.0, 218: 147307072.73, 704: 152508211.211, 360: 168224496.464, 398: 426635362.0, 484: 93107195.387, 170: 477936837.0}",{},{}
2809,201502,156,"{360: 44522958.0, 398: 238327821.69, 484: 19431367.0, 764: 9.99, 218: 51472487.1, 704: 65399047.83, 124: 19874256.536, 288: 101496428.422, 24: 1062315634.03, 76: 334658369.0, 643: 749125025.0}","{360: 116394047.324, 398: 510619000.0, 484: 50798409.445, 764: 2.0, 218: 190398076.93, 704: 170969320.324, 124: 51956232.463, 288: 1898620.0, 24: 3071213313.0, 76: 1237206000.0, 643: 1807926905.0}",{},{}
2810,201503,156,"{24: 1327179176.65, 764: 903.57, 704: 16399476.354, 484: 21226334.0, 288: 37564815.24, 76: 262905659.0, 643: 831288842.0, 398: 143394584.6}","{24: 4036025631.0, 764: 602.0, 704: 42872295.836, 484: 55490898.069, 288: 0.0, 76: 769683000.0, 643: 2050137966.0, 398: 348374000.0}",{},{}
2811,201504,156,"{124: 32703552.586, 76: 438829267.0, 288: 107211209.225, 818: 78690803.55, 643: 1009504374.0, 826: 129765445.741, 702: 29333.344, 842: 7554472.0, 24: 1546905478.79, 398: 206508187.65}","{124: 85495192.105, 76: 1357926000.0, 288: 133324000.0, 818: 197000000.0, 643: 2346474686.0, 826: 282926744.0, 702: 5600.0, 842: 0.0, 24: 4226379636.0, 398: 589113000.0}",{},{}
2812,201505,156,"{484: 23055078.0, 68: 13375143.23, 643: 1106622135.0, 842: 7799317.0, 360: 70181196.0, 288: 16765411.155, 24: 1050604011.44, 704: 35810615.19, 398: 180801707.44, 76: 432067293.0, 818: 61996818.786, 218: 42438916.98, 826: 132330542.922}","{484: 60271688.143, 68: 35819100.0, 643: 2390617011.0, 842: 0.0, 360: 183471040.906, 288: 0.0, 24: 2718021684.0, 704: 93617823.845, 398: 439338000.0, 76: 1195292000.0, 818: 141500000.0, 218: 103147036.36, 826: 265945707.0}",{},{}
2813,201506,156,"{458: 14644899.87, 704: 101411575.678, 76: 660814699.0, 288: 9977597.833, 360: 25131048.0, 710: 66432760.661, 826: 125601563.403, 398: 264600147.73, 24: 1746480219.31, 68: 15862995.28, 484: 21293906.0, 643: 1032184917.0, 410: 200.0, 702: 3.716}","{458: 32751809.0, 704: 265114993.902, 76: 1786975700.0, 288: 2027660.0, 360: 65698788.257, 710: 111915000.0, 826: 258741472.0, 398: 652565000.0, 24: 4683581274.0, 68: 36357700.0, 484: 55667548.025, 643: 2272524550.0, 410: 180.0, 702: 0.0}",{},{}
2814,201507,156,"{76: 285655023.0, 818: 24357050.0, 288: 314506501.807, 398: 188796307.36, 643: 1059343135.0, 826: 119754041.13, 484: 17160148.0, 68: 30685524.05, 360: 26586200.0, 704: 87846288.75, 24: 1257788318.88}","{76: 810000000.0, 818: 60000000.0, 288: 360951000.0, 398: 438994000.0, 643: 2527253998.0, 826: 271960136.0, 484: 44860880.052, 68: 69397400.0, 360: 69502916.247, 704: 229651971.686, 24: 3722587659.0}",{},{}
2815,201508,156,"{96: 28902960.749, 710: 49192744.335, 643: 829125000.0, 484: 16053467.0, 24: 1092769754.46, 76: 299013358.0, 398: 104572868.23, 704: 78056642.43, 818: 25890475.44, 360: 52840500.0}","{96: 80199000.0, 710: 140582000.0, 643: 2403393539.0, 484: 41967741.625, 24: 3941864877.0, 76: 923710000.0, 398: 240262000.0, 704: 204059409.821, 818: 80000000.0, 360: 138138163.633}",{},{}
