,period,reporterCode,mirrorPrimaryValue,mirrorNetWgt,primaryValue,netWgt
0,201501,4,{},{},{},{}
1,201502,4,{},{},{},{}
2,201503,4,{},{},{},{}
3,201504,4,{},{},{},{}
4,201505,4,{},{},{},{}
5,201506,4,{},{},{},{}
6,201507,4,{},{},{},{}
7,201508,4,{},{},{},{}
8,201509,4,{},{},{},{}
9,201510,4,{},{},{},{}
10,201511,4,{},{},{},{}
11,201512,4,{},{},{},{}
12,201601,4,{},{},{},{}
13,201602,4,{},{},{},{}
14,201603,4,{},{},{},{}
15,201604,4,{},{},{},{}
16,201605,4,{},{},{},{}
17,201606,4,{},{},{},{}
18,201607,4,{},{},{},{}
19,201608,4,{398: 771661.31},{398: 1990600.0},{},{}
20,201609,4,{},{},{},{}
21,201610,4,{},{},{},{}
22,201611,4,{},{},{},{}
23,201612,4,{},{},{},{}
24,201701,4,{},{},{},{}
25,201702,4,{},{},{},{}
26,201703,4,{},{},{},{}
27,201704,4,{},{},{},{}
28,201705,4,{},{},{},{}
29,201706,4,{},{},{},{}
30,201707,4,{},{},{},{}
31,201708,4,{},{},{},{}
32,201709,4,{},{},{},{}
33,201710,4,{},{},{},{}
34,201711,4,{},{},{},{}
35,201712,4,{},{},{},{}
36,201801,4,{},{},{},{}
37,201802,4,{},{},{},{}
38,201803,4,{},{},{},{}
39,201804,4,{},{},{},{}
40,201805,4,{},{},{},{}
41,201806,4,{},{},{},{}
42,201807,4,{},{},{},{}
43,201808,4,{},{},{},{}
44,201809,4,{},{},{},{}
45,201810,4,{},{},{},{}
46,201811,4,{},{},{},{}
47,201812,4,{},{},{},{}
48,201901,4,{},{},{},{}
49,201902,4,{},{},{},{}
50,201903,4,{},{},{},{}
51,201904,4,{},{},{},{}
52,201905,4,{},{},{},{}
53,201906,4,{},{},{},{}
54,201907,4,{},{},{},{}
55,201908,4,{},{},{},{}
56,201909,4,{},{},{},{}
57,201910,4,{},{},{},{}
58,201911,4,{},{},{},{}
59,201912,4,{},{},{},{}
60,202001,4,{},{},{},{}
61,202002,4,{},{},{},{}
62,202003,4,{},{},{},{}
63,202004,4,{},{},{},{}
64,202005,4,{},{},{},{}
65,202006,4,{},{},{},{}
66,202007,4,{},{},{},{}
67,202008,4,{},{},{},{}
68,202009,4,{},{},{},{}
69,202010,4,{},{},{},{}
70,202011,4,{},{},{},{}
71,202012,4,{},{},{},{}
72,202101,4,{},{},{},{}
73,202102,4,{},{},{},{}
74,202103,4,{},{},{},{}
75,202104,4,{},{},{},{}
76,202105,4,{},{},{},{}
77,202106,4,{},{},{},{}
78,202107,4,{},{},{},{}
79,202108,4,{},{},{},{}
80,202109,4,{},{},{},{}
81,202110,4,{},{},{},{}
82,202111,4,{},{},{},{}
83,202112,4,{},{},{},{}
84,202201,4,{},{},{},{}
85,202202,4,{},{},{},{}
86,202203,4,{},{},{},{}
87,202204,4,{},{},{},{}
88,202205,4,{586: 939691.157},{586: 1300000.0},{},{}
89,202206,4,{},{},{},{}
90,202207,4,{586: 419303.64},{586: 750000.0},{},{}
91,202208,4,{},{},{},{}
92,202209,4,{},{},{},{}
93,202210,4,{},{},{},{}
94,202211,4,{},{},{},{}
95,202212,4,{},{},{},{}
96,202301,4,{},{},{},{}
97,202302,4,{},{},{},{}
98,202303,4,{},{},{},{}
99,202304,4,{},{},{},{}
100,202305,4,{},{},{},{}
101,202306,4,{},{},{},{}
102,202307,4,{},{},{},{}
103,202308,4,{},{},{},{}
104,202309,4,{},{},{},{}
105,202310,4,{},{},{},{}
106,202311,4,{},{},{},{}
107,202312,4,{},{},{},{}
108,201501,20,{},{},{},{}
109,201502,20,{},{},{},{}
110,201503,20,{},{},{},{}
111,201504,20,{},{},{},{}
112,201505,20,{},{},{},{}
113,201506,20,{},{},{},{}
114,201507,20,{},{},{},{}
115,201508,20,{},{},{},{}
116,201509,20,{},{},{},{}
117,201510,20,{},{},{},{}
118,201511,20,{},{},{},{}
119,201512,20,{},{},{},{}
120,201601,20,{},{},{},{}
121,201602,20,{},{},{},{}
122,201603,20,{},{},{},{}
123,201604,20,{},{},{},{}
124,201605,20,{},{},{},{}
125,201606,20,{},{},{},{}
126,201607,20,{},{},{},{}
127,201608,20,{},{},{},{}
128,201609,20,{},{},{},{}
129,201610,20,{},{},{},{}
130,201611,20,{},{},{},{}
131,201612,20,{},{},"{724: 742.227, 0: 742.227}","{724: 17600.0, 0: 17600.0}"
132,201701,20,{},{},{},{}
133,201702,20,{},{},{},{}
134,201703,20,{},{},{},{}
135,201704,20,{},{},{},{}
136,201705,20,{},{},{},{}
137,201706,20,{},{},{},{}
138,201707,20,{},{},{},{}
139,201708,20,{},{},{},{}
140,201709,20,{},{},{},{}
141,201710,20,{},{},{},{}
142,201711,20,{},{},{},{}
143,201712,20,{},{},{},{}
144,201801,20,{},{},{},{}
145,201802,20,{},{},{},{}
146,201803,20,{},{},{},{}
147,201804,20,{},{},{},{}
148,201805,20,{},{},{},{}
149,201806,20,{},{},{},{}
150,201807,20,{},{},{},{}
151,201808,20,{},{},{},{}
152,201809,20,{},{},{},{}
153,201810,20,{},{},{},{}
154,201811,20,{},{},{},{}
155,201812,20,{},{},{},{}
156,201901,20,{},{},{},{}
157,201902,20,{},{},{},{}
158,201903,20,{},{},{},{}
159,201904,20,{724: 11349.461},{724: 2700.0},{},{}
160,201905,20,{},{},{},{}
161,201906,20,{},{},{},{}
162,201907,20,{},{},{},{}
163,201908,20,{},{},{},{}
164,201909,20,{},{},{},{}
165,201910,20,{},{},{},{}
166,201911,20,{},{},{},{}
167,201912,20,{},{},{},{}
168,202001,20,{},{},{},{}
169,202002,20,{},{},{},{}
170,202003,20,{},{},{},{}
171,202004,20,{},{},{},{}
172,202005,20,{},{},{},{}
173,202006,20,{},{},{},{}
174,202007,20,{},{},{},{}
175,202008,20,{},{},{},{}
176,202009,20,{},{},{},{}
177,202010,20,{},{},{},{}
178,202011,20,{},{},{},{}
179,202012,20,{},{},{},{}
180,202101,20,{724: 142.362},{724: 3.0},{},{}
181,202102,20,{},{},{},{}
182,202103,20,{},{},{},{}
183,202104,20,{},{},{},{}
184,202105,20,{},{},{},{}
185,202106,20,{},{},{},{}
186,202107,20,{},{},"{724: 851.171, 0: 851.171}","{724: 12000.0, 0: 12000.0}"
187,202108,20,{},{},{},{}
188,202109,20,{},{},{},{}
189,202110,20,{},{},{},{}
190,202111,20,{},{},{},{}
191,202112,20,{},{},{},{}
192,202201,20,{},{},{},{}
193,202202,20,{},{},{},{}
194,202203,20,{},{},{},{}
195,202204,20,{},{},{},{}
196,202205,20,{},{},{},{}
197,202206,20,{},{},{},{}
198,202207,20,{},{},{},{}
199,202208,20,{},{},{},{}
200,202209,20,{},{},"{0: 855.686, 724: 855.686}","{0: 10800.0, 724: 10800.0}"
201,202210,20,{},{},{},{}
202,202211,20,{724: 1006.753},{724: 200.0},{},{}
203,202212,20,{},{},{},{}
204,202301,20,{},{},{},{}
205,202302,20,{},{},{},{}
206,202303,20,{},{},"{724: 19.27, 0: 19.27}","{724: 5.0, 0: 5.0}"
207,202304,20,{},{},{},{}
208,202305,20,{},{},{},{}
209,202306,20,{},{},{},{}
210,202307,20,{},{},{},{}
211,202308,20,{},{},{},{}
212,202309,20,{},{},{},{}
213,202310,20,{},{},{},{}
214,202311,20,{},{},{},{}
215,202312,20,{},{},{},{}
216,201501,24,{},{},"{0: 2594387578.14, 251: 125870800.5, 842: 122355820.5, 527: 40578424.5, 490: 93770427.43, 699: 230151968.2, 724: 163364417.55, 591: 27065371.9, 620: 104242464.13, 710: 92065160.88, 528: 191158888.68, 360: 43101261.01, 380: 63294550.48, 156: 1254288626.98, 124: 43079395.4}","{0: 8987363223.0, 251: 444167772.0, 842: 445892922.0, 527: 150958575.0, 490: 302758578.0, 699: 741969048.0, 724: 591353595.0, 591: 103731123.0, 620: 332685240.0, 710: 318076638.0, 528: 705897990.0, 360: 150920097.0, 380: 231182820.0, 156: 4323496359.0, 124: 144272466.0}"
217,201502,24,{},{},"{620: 107682688.35, 458: 57039519.19, 826: 153509504.9, 842: 84844915.43, 251: 164848143.03, 591: 30641390.28, 360: 52605220.09, 710: 167015800.99, 699: 202124751.08, 0: 2636394646.54, 156: 1062315634.03, 528: 11752215.9, 124: 107475622.25, 724: 266681804.46, 490: 167857436.56}","{620: 302319738.0, 458: 158966610.0, 826: 424008162.0, 842: 249122949.0, 251: 459391545.0, 591: 94715505.0, 360: 150974793.0, 710: 462504765.0, 699: 597790710.0, 0: 7530949299.0, 156: 3071213313.0, 528: 32075706.0, 124: 297482004.0, 724: 766433424.0, 490: 463950075.0}"
218,201503,24,{},{},"{0: 2665762115.32, 842: 14889931.91, 710: 104792773.85, 620: 102279065.81, 380: 106716735.55, 826: 31700630.16, 251: 181900973.49, 490: 49713616.18, 528: 48915675.29, 152: 53655558.13, 124: 152088104.29, 699: 209739300.85, 591: 31086521.83, 156: 1327179176.65, 360: 50518795.28, 724: 200585256.05}","{0: 8079174621.0, 842: 48885981.0, 710: 314047260.0, 620: 316430034.0, 380: 325477452.0, 826: 94674960.0, 251: 542113362.0, 490: 150871602.0, 528: 151394553.0, 152: 159750480.0, 124: 467460159.0, 699: 628668987.0, 591: 102061941.0, 156: 4036025631.0, 360: 150918825.0, 724: 590393394.0}"
219,201504,24,{620: 9982.432},{620: 3080.0},"{380: 96699691.21, 360: 55240425.49, 620: 63715203.42, 124: 51022471.5, 710: 177238134.73, 490: 189169864.74, 528: 168911851.99, 826: 56203043.7, 156: 1546905478.79, 699: 320597395.88, 0: 3121587952.94, 724: 263483142.41, 251: 132401249.08}","{380: 255500916.0, 360: 150985128.0, 620: 158617128.0, 124: 151283412.0, 710: 461566347.0, 490: 490786254.0, 528: 462134931.0, 826: 156100476.0, 156: 4226379636.0, 699: 894585198.0, 0: 8515197618.0, 724: 741625608.0, 251: 365632584.0}"
220,201505,24,{},{},"{528: 185085499.04, 702: 64161982.69, 360: 64514312.33, 124: 58580305.83, 490: 179573347.94, 710: 178851803.06, 620: 196173714.36, 724: 229633053.6, 699: 406575569.45, 0: 3268390050.34, 380: 238520670.65, 826: 182127045.22, 156: 1050604011.44, 842: 107556577.94, 251: 126432156.79}","{528: 475134135.0, 702: 159574467.0, 360: 158695992.0, 124: 158505669.0, 490: 452840109.0, 710: 462118395.0, 620: 491566467.0, 724: 590698197.0, 699: 1036850130.0, 0: 8394449202.0, 380: 611426391.0, 826: 467007168.0, 156: 2718021684.0, 842: 288252690.0, 251: 323757708.0}"
221,201506,24,{},{},"{360: 57739824.74, 710: 109701100.36, 156: 1746480219.31, 490: 119029742.36, 724: 221596287.9, 620: 127899475.27, 826: 111119390.55, 842: 115237288.28, 251: 119426839.72, 124: 112563069.6, 699: 278722394.57, 0: 3119515632.66}","{360: 150909126.0, 710: 287877132.0, 156: 4683581274.0, 490: 307393428.0, 724: 606120561.0, 620: 333076380.0, 826: 299393343.0, 842: 310211226.0, 251: 311505486.0, 124: 303466287.0, 699: 749236938.0, 0: 8342771181.0}"
222,201507,24,{710: 2067.392},{710: 38.0},"{124: 254860126.45, 702: 54273777.01, 360: 49758342.44, 156: 1257788318.88, 620: 208335941.54, 842: 53853389.59, 710: 101216239.85, 826: 102538358.23, 392: 103152837.89, 528: 53035506.65, 699: 157723216.56, 0: 3064412039.07, 591: 108594390.7, 724: 156462251.71, 380: 97300519.92, 410: 50147477.5, 490: 103495839.45, 251: 151875504.7}","{124: 775194165.0, 702: 151912575.0, 360: 143753013.0, 156: 3722587659.0, 620: 627616566.0, 842: 158377674.0, 710: 312234183.0, 826: 318101760.0, 392: 302318466.0, 528: 158225829.0, 699: 467597535.0, 0: 9116616708.0, 591: 311971674.0, 724: 468266766.0, 380: 303277236.0, 410: 151560549.0, 490: 295674810.0, 251: 447946248.0}"
223,201508,24,{826: 4052.515},{826: 808.0},"{380: 43198411.5, 531: 39438437.06, 710: 182225328.8, 699: 265728184.1, 0: 2371639384.85, 528: 79562751.5, 620: 39962795.32, 156: 1092769754.46, 724: 212791032.52, 842: 40716011.51, 360: 27602083.23, 591: 44906938.66, 826: 90340756.72, 490: 85931755.58, 251: 126465143.89}","{380: 151396302.0, 531: 150857928.0, 710: 614710854.0, 699: 937289259.0, 0: 8453064711.0, 528: 288217233.0, 620: 152570040.0, 156: 3941864877.0, 724: 770743119.0, 842: 144476463.0, 360: 101149281.0, 591: 152051859.0, 826: 304472757.0, 490: 295803600.0, 251: 447461139.0}"
224,201509,24,{},{},"{380: 92001766.16, 620: 46029823.54, 724: 170214543.94, 842: 171450391.05, 0: 2289780612.99, 124: 80490665.65, 528: 88139161.31, 360: 45305772.49, 764: 44243006.58, 699: 255078873.2, 156: 894508942.73, 531: 43154017.7, 702: 87437182.11, 251: 135430146.61, 490: 136296319.92}","{380: 316778721.0, 620: 151983012.0, 724: 603677526.0, 842: 604574127.0, 0: 8014886469.0, 124: 288846396.0, 528: 303477894.0, 360: 151312032.0, 764: 158444931.0, 699: 900857907.0, 156: 3153109920.0, 531: 151087524.0, 702: 301786134.0, 251: 469011522.0, 490: 459938823.0}"
225,201510,24,{620: 84.262},{620: 25.0},"{620: 43676156.39, 156: 825616649.54, 591: 84974634.6, 826: 177169517.8, 699: 127449480.56, 360: 44670297.21, 124: 39906808.76, 380: 168470716.5, 724: 263537517.09, 842: 45789037.65, 0: 2302555505.07, 528: 173463703.8, 710: 41388802.86, 246: 42572667.52, 642: 45267693.17, 251: 90524322.13, 490: 88077499.49}","{620: 151029966.0, 156: 2865309108.0, 591: 302378250.0, 826: 614422269.0, 699: 446296146.0, 360: 150924390.0, 124: 146916636.0, 380: 598395705.0, 724: 923600949.0, 842: 151493133.0, 0: 7991881872.0, 528: 607135140.0, 710: 144095022.0, 246: 145583580.0, 642: 144072285.0, 251: 303593487.0, 490: 296635806.0}"
226,201511,24,{},{},"{620: 80996407.97, 710: 166189322.62, 490: 121151567.93, 842: 37991704.09, 380: 159251472.22, 124: 72531092.84, 251: 115571664.13, 360: 40603551.46, 156: 1199443473.29, 699: 118090405.46, 0: 2111820662.01}","{620: 310079733.0, 710: 621518280.0, 490: 454739205.0, 842: 144576156.0, 380: 611989092.0, 124: 288557970.0, 251: 460711245.0, 360: 151037916.0, 156: 4632508884.0, 699: 447723171.0, 0: 8123441652.0}"
227,201512,24,{},{},"{584: 10640267.09, 724: 62572917.58, 380: 37371500.06, 124: 62008750.31, 251: 96879914.74, 620: 68402139.21, 458: 35001207.47, 591: 60488955.3, 710: 28827200.48, 360: 34842949.9, 156: 1005149285.85, 699: 94878810.63, 0: 1835606646.67, 208: 35844338.12, 490: 68078858.35, 842: 134619551.58}","{584: 43529112.0, 724: 295273176.0, 380: 166178850.0, 124: 288125331.0, 251: 439383780.0, 620: 303533703.0, 458: 152187486.0, 591: 287931669.0, 710: 130659204.0, 360: 150954123.0, 156: 4545954372.0, 699: 439158318.0, 0: 8301250080.0, 208: 165895194.0, 490: 285778332.0, 842: 606707430.0}"
228,201601,24,{},{},"{44: 23972964.5, 124: 46343591.85, 156: 892515999.34, 528: 69451959.73, 620: 53092068.84, 380: 28404704.84, 826: 15659500.0, 710: 81512599.78, 724: 50411529.33, 251: 51931243.91, 699: 193782418.37, 490: 53824988.18, 842: 55899360.76, 0: 1616802929.43}","{44: 0.0, 124: 0.0, 156: 0.0, 528: 0.0, 620: 0.0, 380: 0.0, 826: 0.0, 710: 0.0, 724: 0.0, 251: 0.0, 699: 0.0, 490: 0.0, 842: 0.0, 0: 0.0}"
229,201602,24,{},{},"{458: 168063270.91, 858: 27967737.87, 710: 61589993.35, 490: 27627637.23, 380: 63798637.96, 156: 779039077.46, 620: 29453480.24, 251: 84187851.57, 842: 93106118.39, 124: 60456968.63, 699: 53766911.11, 0: 1449057684.72}","{458: 0.0, 858: 0.0, 710: 0.0, 490: 0.0, 380: 0.0, 156: 0.0, 620: 0.0, 251: 0.0, 842: 0.0, 124: 0.0, 699: 0.0, 0: 0.0}"
230,201603,24,{251: 33.3},{251: 12.0},"{620: 141441521.58, 124: 65884611.39, 699: 138641423.15, 410: 31042513.15, 156: 1094861698.45, 251: 67126415.18, 490: 103101520.93, 458: 35011509.92, 724: 62821480.82, 710: 72282178.85, 842: 108490516.87, 0: 1920705390.29}","{620: 0.0, 124: 0.0, 699: 0.0, 410: 0.0, 156: 0.0, 251: 0.0, 490: 0.0, 458: 0.0, 724: 0.0, 710: 0.0, 842: 0.0, 0: 0.0}"
231,201604,24,{},{},"{410: 72216424.61, 380: 37714721.74, 490: 72790999.33, 156: 1325891207.93, 251: 117552574.65, 724: 70358392.43, 0: 2003413886.7, 710: 144024982.1, 842: 43499969.54, 124: 119364614.37}","{410: 0.0, 380: 0.0, 490: 0.0, 156: 0.0, 251: 0.0, 724: 0.0, 0: 0.0, 710: 0.0, 842: 0.0, 124: 0.0}"
232,201605,24,{},{},"{710: 75895792.14, 360: 40559492.71, 380: 82159037.84, 699: 248803967.09, 490: 131809785.26, 251: 84559969.06, 724: 40444685.04, 170: 39159935.17, 620: 45702212.21, 842: 186928836.19, 0: 2369365818.3, 528: 86901880.04, 591: 39258112.47, 156: 1267182113.08}","{710: 0.0, 360: 0.0, 380: 0.0, 699: 0.0, 490: 0.0, 251: 0.0, 724: 0.0, 170: 0.0, 620: 0.0, 842: 0.0, 0: 0.0, 528: 0.0, 591: 0.0, 156: 0.0}"
233,201606,24,{710: 26.523},{710: 35.05},"{620: 87141850.54, 44: 40468606.64, 826: 70453024.3, 490: 141805739.52, 842: 126108655.97, 724: 171062404.06, 170: 39143966.22, 251: 84836884.38, 528: 24826725.0, 156: 1017167380.26, 710: 124313764.16, 124: 85618992.08, 380: 48938826.6, 699: 224242762.95, 0: 2286129582.68}","{620: 0.0, 44: 0.0, 826: 0.0, 490: 0.0, 842: 0.0, 724: 0.0, 170: 0.0, 251: 0.0, 528: 0.0, 156: 0.0, 710: 0.0, 124: 0.0, 380: 0.0, 699: 0.0, 0: 0.0}"
234,201607,24,{},{},"{826: 41203725.0, 620: 82309010.38, 360: 48444582.88, 251: 85424372.39, 124: 84688875.19, 724: 84514792.72, 380: 81958354.51, 699: 247928441.61, 490: 85428892.25, 710: 128303800.4, 528: 71890778.22, 156: 996887297.21, 842: 167091641.77, 0: 2206074564.53}","{826: 0.0, 620: 0.0, 360: 0.0, 251: 0.0, 124: 0.0, 724: 0.0, 380: 0.0, 699: 0.0, 490: 0.0, 710: 0.0, 528: 0.0, 156: 0.0, 842: 0.0, 0: 0.0}"
235,201608,24,{},{},"{156: 1072961753.25, 710: 134210690.57, 360: 46912995.73, 724: 86082909.63, 699: 202977770.36, 0: 2477724740.27, 124: 91033416.13, 858: 87300764.17, 620: 134520040.64, 251: 132813196.96, 490: 139785685.81, 380: 90718851.44, 826: 46062231.85, 842: 86978656.45, 170: 42860006.79, 528: 82505770.49}","{156: 0.0, 710: 0.0, 360: 0.0, 724: 0.0, 699: 0.0, 0: 0.0, 124: 0.0, 858: 0.0, 620: 0.0, 251: 0.0, 490: 0.0, 380: 0.0, 826: 0.0, 842: 0.0, 170: 0.0, 528: 0.0}"
236,201609,24,{},{},"{360: 93023380.7, 156: 921425439.29, 826: 43478652.34, 251: 84625298.85, 490: 88834062.4, 124: 84968227.78, 458: 175589011.24, 170: 83434658.34, 620: 43814593.72, 724: 78777407.12, 699: 169599997.01, 380: 45877944.03, 528: 85337457.56, 710: 39793900.4, 842: 88195536.52, 0: 2126775567.3}","{360: 303084210.0, 156: 3251456826.0, 826: 151410612.0, 251: 290250684.0, 490: 301830972.0, 124: 303992736.0, 458: 605219985.0, 170: 302437398.0, 620: 152613924.0, 724: 302605461.0, 699: 591376968.0, 380: 159085860.0, 528: 296837259.0, 710: 135827022.0, 842: 310781559.0, 0: 7458811476.0}"
237,201610,24,{},{},"{826: 46543168.41, 156: 1400402298.49, 124: 136328717.45, 858: 42753425.71, 699: 146401683.8, 620: 132629208.64, 490: 93998440.62, 251: 47040082.19, 710: 223374801.08, 724: 44717676.33, 842: 47222598.01, 0: 2361412100.73}","{826: 0.0, 156: 0.0, 124: 0.0, 858: 0.0, 699: 0.0, 620: 0.0, 490: 0.0, 251: 0.0, 710: 0.0, 724: 0.0, 842: 0.0, 0: 0.0}"
238,201611,24,{},{},"{156: 1357351177.1, 170: 40700013.62, 724: 37159473.55, 490: 87663642.55, 826: 43360903.29, 842: 253824341.69, 0: 2118677715.09, 699: 78111614.57, 858: 38204712.29, 124: 50395126.36, 620: 46675796.59, 710: 85230913.48}","{156: 0.0, 170: 0.0, 724: 0.0, 490: 0.0, 826: 0.0, 842: 0.0, 0: 0.0, 699: 0.0, 858: 0.0, 124: 0.0, 620: 0.0, 710: 0.0}"
239,201612,24,{},{},"{360: 57267047.49, 156: 1739592348.89, 764: 17009190.0, 842: 48336340.14, 170: 47669089.94, 124: 47910830.62, 710: 95937930.47, 699: 242378554.76, 458: 100116978.66, 251: 50682129.64, 490: 104186937.48, 724: 90305202.75, 0: 2641392580.84}","{360: 0.0, 156: 0.0, 764: 0.0, 842: 0.0, 170: 0.0, 124: 0.0, 710: 0.0, 699: 0.0, 458: 0.0, 251: 0.0, 490: 0.0, 724: 0.0, 0: 0.0}"
240,201701,24,{826: 2580.795},{826: 110.0},"{710: 153301415.31, 724: 162712261.15, 604: 40075678.62, 620: 54827880.24, 458: 100786193.0, 170: 50991053.26, 360: 96227332.16, 380: 52381187.81, 156: 1401125271.51, 124: 52132441.04, 699: 213781569.05, 490: 51565116.03, 251: 54387005.71, 0: 2484294404.89}","{710: 2816760.352, 724: 3007025.0, 604: 747848.0, 620: 1004560.0, 458: 1854404.0, 170: 951965.0, 360: 1811816.0, 380: 956053.0, 156: 26257670.0, 124: 956541.0, 699: 3943344.0, 490: 950807.0, 251: 998458.0, 0: 46257251.352}"
241,201702,24,{516: 2406.502},{516: 650.0},"{458: 50802554.41, 826: 52209634.7, 699: 252236540.51, 156: 1899206812.14, 124: 50664883.07, 710: 47784892.7, 170: 48750826.5, 724: 53845921.7, 0: 2455502065.73}","{458: 985233.0, 826: 955031.0, 699: 4625271.0, 156: 35208133.0, 124: 950632.0, 710: 888129.0, 170: 908361.0, 724: 996298.0, 0: 45517088.0}"
242,201703,24,{826: 2589.819},{826: 110.0},"{710: 135428050.57, 124: 46980544.46, 699: 50562290.85, 0: 2399257817.69, 764: 28772700.0, 156: 1821525835.12, 458: 20908859.52, 251: 48688693.24, 724: 45762084.06, 170: 97474373.67, 490: 103154386.2}","{710: 2683431.0, 124: 905911.0, 699: 1000160.0, 0: 47133381.0, 764: 550000.0, 156: 35922778.0, 458: 399680.0, 251: 943872.0, 724: 907060.0, 170: 1904785.0, 490: 1915704.0}"
243,201704,24,{516: 270.975},{516: 42.0},"{170: 100329568.42, 768: 48426280.69, 591: 55157114.27, 842: 50525503.51, 516: 2612.77, 156: 1722021001.56, 702: 48056454.02, 699: 156717910.3, 0: 2612.77, 392: 54119744.23, 124: 100162341.92, 710: 41418332.55, 490: 142165943.66}","{170: 1900654.0, 768: 1000230.0, 591: 998608.0, 842: 1002010.0, 516: 238.0, 156: 33524435.0, 702: 906469.0, 699: 2997950.0, 0: 238.0, 392: 1001380.0, 124: 1904366.0, 710: 803288.0, 490: 2751287.0}"
244,201705,24,{},{},"{170: 47586402.15, 724: 49216905.0, 490: 191841877.73, 842: 47511193.18, 124: 188270699.21, 410: 44271272.08, 710: 134801776.18, 699: 281486938.66, 0: 2344535562.79, 156: 1168410281.82, 458: 94257577.15, 620: 49859328.6, 251: 47021311.03}","{170: 959829.0, 724: 997000.0, 490: 3809190.0, 842: 970448.0, 124: 3809803.0, 410: 995285.0, 710: 2677780.0, 699: 5844089.0, 0: 47365475.0, 156: 23507759.0, 458: 1904828.0, 620: 956057.0, 251: 933407.0}"
245,201706,24,{},{},"{0: 2213391580.9, 724: 87228933.12, 380: 132592862.01, 124: 131747735.05, 842: 87465458.86, 620: 8996.0, 768: 41237910.72, 702: 41373387.78, 156: 1314465705.16, 710: 65094152.11, 392: 42024571.1, 170: 42168812.62, 699: 227983056.37}","{0: 48327949.0, 724: 1951178.0, 380: 2879339.0, 124: 2864697.0, 842: 1870469.0, 620: 200.0, 768: 908224.0, 702: 904811.0, 156: 28763011.0, 710: 1404424.0, 392: 951471.0, 170: 957077.0, 699: 4873048.0}"
246,201707,24,{},{},"{591: 51371991.34, 380: 98411588.09, 724: 99661963.3, 156: 1201578636.92, 842: 231073860.19, 392: 43111254.01, 710: 89592011.85, 170: 44153454.97, 490: 43854282.66, 458: 92448416.08, 360: 43303274.04, 124: 137381638.62, 699: 188958216.29, 0: 2364900588.36}","{591: 1003420.0, 380: 1951161.0, 724: 1944001.0, 156: 24923278.0, 842: 4855228.0, 392: 901645.0, 710: 1808555.0, 170: 906251.0, 490: 904753.0, 458: 1918181.0, 360: 904696.0, 124: 2805813.0, 699: 3903886.0, 0: 48730868.0}"
247,201708,24,{},{},"{490: 148580595.05, 156: 1456319563.73, 620: 52765575.5, 710: 100629051.29, 699: 147544537.85, 0: 2581717638.25, 170: 25608018.56, 458: 51356790.9, 380: 49801864.56, 764: 96530414.42, 124: 146261586.97, 392: 48668589.12, 360: 43945320.78, 724: 95266378.31, 842: 118439351.21}","{490: 2875979.934, 156: 28389647.0, 620: 1002100.0, 710: 1945533.0, 699: 2868452.0, 0: 50267850.934, 170: 499133.0, 458: 987156.0, 380: 956257.0, 764: 1907503.0, 124: 2810472.0, 392: 950967.0, 360: 904895.0, 724: 1859528.0, 842: 2310228.0}"
248,201709,24,{516: 81.617},{516: 25.0},"{251: 52832267.24, 591: 55893503.01, 699: 166510226.42, 156: 1731806209.66, 360: 59019541.22, 490: 174653634.11, 842: 101531692.0, 0: 2656199892.98, 710: 150788958.67, 124: 56667921.79, 724: 106495938.86}","{251: 950289.0, 591: 0.0, 699: 152372518.504, 156: 2870693460.263, 360: 0.0, 490: 0.0, 842: 1854885.0, 0: 0.0, 710: 289028162.891, 124: 0.0, 724: 151295264.8}"
249,201710,24,{},{},"{710: 166805058.31, 360: 110945284.9, 490: 336958298.88, 0: 3022252149.85, 458: 160465125.72, 251: 53849953.98, 620: 56888489.04, 699: 281975799.51, 156: 1646006015.05, 724: 151895551.43, 842: 56462573.03}","{710: 0.0, 360: 0.0, 490: 0.0, 0: 0.0, 458: 0.0, 251: 0.0, 620: 0.0, 699: 0.0, 156: 4144125584.308, 724: 0.0, 842: 0.0}"
250,201711,24,{},{},"{156: 1772283046.02, 124: 117976191.71, 826: 59616430.23, 842: 219518556.99, 591: 21979705.5, 380: 116962656.84, 490: 57219515.79, 0: 2897276581.7, 710: 85992165.0, 620: 65734311.82, 699: 379994001.8}","{156: 0.0, 124: 0.0, 826: 0.0, 842: 0.0, 591: 0.0, 380: 0.0, 490: 0.0, 0: 0.0, 710: 0.0, 620: 0.0, 699: 0.0}"
251,201712,24,{710: 9.795},{710: 10.0},"{710: 113261955.17, 724: 61551188.91, 490: 129088645.19, 764: 64124243.82, 702: 46500392.95, 699: 281576406.64, 0: 3009724232.37, 156: 2125052073.76, 376: 69265888.97, 360: 61284296.9, 251: 58019140.06}","{710: 0.0, 724: 0.0, 490: 0.0, 764: 0.0, 702: 0.0, 699: 0.0, 0: 0.0, 156: 0.0, 376: 0.0, 360: 0.0, 251: 0.0}"
252,201801,24,{},{},"{764: 63446128.689, 702: 126318368.314, 360: 66853209.753, 380: 132125732.346, 620: 140936984.772, 724: 124875897.538, 156: 1862304132.546, 699: 379177786.832, 842: 66697146.15, 0: 2962735386.941}","{764: 956682.0, 702: 1857700.0, 360: 950203.0, 380: 1904365.0, 620: 2048500.0, 724: 1813368.0, 156: 27081170.0, 699: 5415088.0, 842: 951048.0, 0: 42978124.0}"
